partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PB316L-CX600T5/16S24,"24""",600,316L,"5/16""",0.3125,7.48,84.47,118.26,941,1036
PBAL6061-CX600T5/16S24,"24""",600,AL-6061,"5/16""",0.3125,5.1,28.17,39.44,258,284
PB304-CX600T3/8S24,"24""",600,304,"3/8""",0.375,5.55,100.22,140.31,835,919
PBSA36-CX600T3/8S24,"24""",600,SA-36,"3/8""",0.375,1.87,95.93,134.3,308,339
PBSA516-70-CX600T3/8S24,"24""",600,SA-516-70,"3/8""",0.375,2.18,95.93,134.3,349,384
PB304L-CX600T3/8S24,"24""",600,304L,"3/8""",0.375,6.01,100.22,140.31,900,991
PB316L-CX600T3/8S24,"24""",600,316L,"3/8""",0.375,7.48,101.36,141.9,1118,1230
PBAL6061-CX600T3/8S24,"24""",600,AL-6061,"3/8""",0.375,5.1,33.8,47.32,298,328
PB304-CX600T1/2S24,"24""",600,304,"1/2""",0.5,5.55,133.63,187.08,1095,1205
PBSA36-CX600T1/2S24,"24""",600,SA-36,"1/2""",0.5,1.87,127.91,179.07,392,432
PBSA516-70-CX600T1/2S24,"24""",600,SA-516-70,"1/2""",0.5,2.18,127.91,179.07,447,492
PB304L-CX600T1/2S24,"24""",600,304L,"1/2""",0.5,6.01,133.63,187.08,1181,1300
PB316L-CX600T1/2S24,"24""",600,316L,"1/2""",0.5,7.48,135.15,189.21,1472,1620
PBAL6061-CX600T1/2S24,"24""",600,AL-6061,"1/2""",0.5,5.1,45.07,63.1,378,416
PB304-CX600T5/8S24,"24""",600,304,"5/8""",0.625,5.55,167.03,233.84,1354,1490
PBSA36-CX600T5/8S24,"24""",600,SA-36,"5/8""",0.625,1.87,159.89,223.85,475,523
PBSA516-70-CX600T5/8S24,"24""",600,SA-516-70,"5/8""",0.625,2.18,159.89,223.85,545,600
PB304L-CX600T5/8S24,"24""",600,304L,"5/8""",0.625,6.01,167.03,233.84,1462,1609
PB316L-CX600T5/8S24,"24""",600,316L,"5/8""",0.625,7.48,168.93,236.5,1826,2009
PBAL6061-CX600T5/8S24,"24""",600,AL-6061,"5/8""",0.625,5.1,56.34,78.88,459,505
PB304-CX600T3/4S24,"24""",600,304,"3/4""",0.75,5.55,200.44,280.62,1614,1776
PBSA36-CX600T3/4S24,"24""",600,SA-36,"3/4""",0.75,1.87,191.87,268.62,559,615
PBSA516-70-CX600T3/4S24,"24""",600,SA-516-70,"3/4""",0.75,2.18,191.87,268.62,642,707
PB304L-CX600T3/4S24,"24""",600,304L,"3/4""",0.75,6.01,200.44,280.62,1743,1918
PB316L-CX600T3/4S24,"24""",600,316L,"3/4""",0.75,7.48,202.72,283.81,2180,2398
PBAL6061-CX600T3/4S24,"24""",600,AL-6061,"3/4""",0.75,5.1,67.6,94.64,539,593
PB304-CX600T7/8S24,"24""",600,304,"7/8""",0.875,5.55,233.85,327.39,1874,2062
PBSA36-CX600T7/8S24,"24""",600,SA-36,"7/8""",0.875,1.87,223.84,313.38,643,708
PBSA516-70-CX600T7/8S24,"24""",600,SA-516-70,"7/8""",0.875,2.18,223.84,313.38,740,815
PB304L-CX600T7/8S24,"24""",600,304L,"7/8""",0.875,6.01,233.85,327.39,2024,2227
PB316L-CX600T7/8S24,"24""",600,316L,"7/8""",0.875,7.48,236.51,331.11,2533,2787
PBAL6061-CX600T7/8S24,"24""",600,AL-6061,"7/8""",0.875,5.1,78.87,110.42,620,682
PB304-CX600T1S24,"24""",600,304,"1""",1,5.55,267.25,374.15,2133,2347
PBSA36-CX600T1S24,"24""",600,SA-36,"1""",1,1.87,255.82,358.15,726,799
PBSA516-70-CX600T1S24,"24""",600,SA-516-70,"1""",1,2.18,255.82,358.15,837,921
PB304L-CX600T1S24,"24""",600,304L,"1""",1,6.01,267.25,374.15,2305,2536
PB316L-CX600T1S24,"24""",600,316L,"1""",1,7.48,270.29,378.41,2887,3176
PBAL6061-CX600T1S24,"24""",600,AL-6061,"1""",1,5.1,90.14,126.2,700,771
PB304-CX600T1-1/8S24,"24""",600,304,"1-1/8""",1.125,5.55,300.66,420.92,2393,2633
PBSA36-CX600T1-1/8S24,"24""",600,SA-36,"1-1/8""",1.125,1.87,287.8,402.92,810,892
PBSA516-70-CX600T1-1/8S24,"24""",600,SA-516-70,"1-1/8""",1.125,2.18,287.8,402.92,935,1029
PB304L-CX600T1-1/8S24,"24""",600,304L,"1-1/8""",1.125,6.01,300.66,420.92,2586,2845
PB316L-CX600T1-1/8S24,"24""",600,316L,"1-1/8""",1.125,7.48,304.08,425.71,3241,3566
PBAL6061-CX600T1-1/8S24,"24""",600,AL-6061,"1-1/8""",1.125,5.1,101.41,141.97,781,860
PB304-CX600T1-1/4S24,"24""",600,304,"1-1/4""",1.25,5.55,334.07,467.7,2652,2918
PBSA36-CX600T1-1/4S24,"24""",600,SA-36,"1-1/4""",1.25,1.87,319.78,447.69,894,984
PBSA516-70-CX600T1-1/4S24,"24""",600,SA-516-70,"1-1/4""",1.25,2.18,319.78,447.69,1033,1137
PB304L-CX600T1-1/4S24,"24""",600,304L,"1-1/4""",1.25,6.01,334.07,467.7,2868,3155
PB316L-CX600T1-1/4S24,"24""",600,316L,"1-1/4""",1.25,7.48,337.87,473.02,3595,3955
PBAL6061-CX600T1-1/4S24,"24""",600,AL-6061,"1-1/4""",1.25,5.1,112.67,157.74,861,948
PB304-CX600T1-3/8S24,"24""",600,304,"1-3/8""",1.375,5.55,367.47,514.46,2912,3204
PBSA36-CX600T1-3/8S24,"24""",600,SA-36,"1-3/8""",1.375,1.87,351.76,492.46,978,1076
PBSA516-70-CX600T1-3/8S24,"24""",600,SA-516-70,"1-3/8""",1.375,2.18,351.76,492.46,1130,1243
PB304L-CX600T1-3/8S24,"24""",600,304L,"1-3/8""",1.375,6.01,367.47,514.46,3149,3464
PB316L-CX600T1-3/8S24,"24""",600,316L,"1-3/8""",1.375,7.48,371.65,520.31,3949,4344
PBAL6061-CX600T1-3/8S24,"24""",600,AL-6061,"1-3/8""",1.375,5.1,123.94,173.52,942,1037
PB304-CX600T1-1/2S24,"24""",600,304,"1-1/2""",1.5,5.55,400.88,561.23,3171,3489
PBSA36-CX600T1-1/2S24,"24""",600,SA-36,"1-1/2""",1.5,1.87,383.73,537.22,1061,1168
PBSA516-70-CX600T1-1/2S24,"24""",600,SA-516-70,"1-1/2""",1.5,2.18,383.73,537.22,1228,1351
PB304L-CX600T1-1/2S24,"24""",600,304L,"1-1/2""",1.5,6.01,400.88,561.23,3430,3774
PB316L-CX600T1-1/2S24,"24""",600,316L,"1-1/2""",1.5,7.48,405.44,567.62,4302,4733
PBAL6061-CX600T1-1/2S24,"24""",600,AL-6061,"1-1/2""",1.5,5.1,135.21,189.29,1022,1125
PB304-CX600T1-5/8S24,"24""",600,304,"1-5/8""",1.625,5.55,434.29,608.01,3431,3775
PBSA36-CX600T1-5/8S24,"24""",600,SA-36,"1-5/8""",1.625,1.87,415.71,581.99,1145,1260
PBSA516-70-CX600T1-5/8S24,"24""",600,SA-516-70,"1-5/8""",1.625,2.18,415.71,581.99,1325,1458
PB304L-CX600T1-5/8S24,"24""",600,304L,"1-5/8""",1.625,6.01,434.29,608.01,3711,4083
PB316L-CX600T1-5/8S24,"24""",600,316L,"1-5/8""",1.625,7.48,439.22,614.91,4656,5122
PBAL6061-CX600T1-5/8S24,"24""",600,AL-6061,"1-5/8""",1.625,5.1,146.48,205.07,1103,1214
PB304-CX600T1-3/4S24,"24""",600,304,"1-3/4""",1.75,5.55,467.69,654.77,3691,4061
PBSA36-CX600T1-3/4S24,"24""",600,SA-36,"1-3/4""",1.75,1.87,447.69,626.77,1229,1352
PBSA516-70-CX600T1-3/4S24,"24""",600,SA-516-70,"1-3/4""",1.75,2.18,447.69,626.77,1423,1566
PB304L-CX600T1-3/4S24,"24""",600,304L,"1-3/4""",1.75,6.01,467.69,654.77,3992,4392
PB316L-CX600T1-3/4S24,"24""",600,316L,"1-3/4""",1.75,7.48,473.01,662.21,5010,5511
PBAL6061-CX600T1-3/4S24,"24""",600,AL-6061,"1-3/4""",1.75,5.1,157.74,220.84,1183,1302
PB304-CX600T1-7/8S24,"24""",600,304,"1-7/8""",1.875,5.55,501.1,701.54,3950,4345
PBSA36-CX600T1-7/8S24,"24""",600,SA-36,"1-7/8""",1.875,1.87,479.67,671.54,1312,1444
PBSA516-70-CX600T1-7/8S24,"24""",600,SA-516-70,"1-7/8""",1.875,2.18,479.67,671.54,1521,1674
PB304L-CX600T1-7/8S24,"24""",600,304L,"1-7/8""",1.875,6.01,501.1,701.54,4273,4701
PB316L-CX600T1-7/8S24,"24""",600,316L,"1-7/8""",1.875,7.48,506.8,709.52,5364,5901
PBAL6061-CX600T1-7/8S24,"24""",600,AL-6061,"1-7/8""",1.875,5.1,169.01,236.61,1263,1390
PB304-CX600T2S24,"24""",600,304,"2""",2,5.55,534.51,748.31,4210,4631
PBSA36-CX600T2S24,"24""",600,SA-36,"2""",2,1.87,511.64,716.3,1396,1536
PBSA516-70-CX600T2S24,"24""",600,SA-516-70,"2""",2,2.18,511.64,716.3,1618,1780
PB304L-CX600T2S24,"24""",600,304L,"2""",2,6.01,534.51,748.31,4554,5010
PB316L-CX600T2S24,"24""",600,316L,"2""",2,7.48,540.58,756.81,5718,6290
PBAL6061-CX600T2S24,"24""",600,AL-6061,"2""",2,5.1,180.28,252.39,1344,1479
PB304-CX600T2-1/4S24,"24""",600,304,"2-1/4""",2.25,5.55,601.32,841.85,4729,5202
PBSA36-CX600T2-1/4S24,"24""",600,SA-36,"2-1/4""",2.25,1.87,575.6,805.84,1564,1721
PBSA516-70-CX600T2-1/4S24,"24""",600,SA-516-70,"2-1/4""",2.25,2.18,575.6,805.84,1813,1995
PB304L-CX600T2-1/4S24,"24""",600,304L,"2-1/4""",2.25,6.01,601.32,841.85,5116,5628
PB316L-CX600T2-1/4S24,"24""",600,316L,"2-1/4""",2.25,7.48,608.16,851.42,6425,7068
PBAL6061-CX600T2-1/4S24,"24""",600,AL-6061,"2-1/4""",2.25,5.1,202.81,283.93,1505,1656
PB304-CX600T2-1/2S24,"24""",600,304,"2-1/2""",2.5,5.55,668.14,935.4,5248,5773
PBSA36-CX600T2-1/2S24,"24""",600,SA-36,"2-1/2""",2.5,1.87,639.56,895.38,1731,1905
PBSA516-70-CX600T2-1/2S24,"24""",600,SA-516-70,"2-1/2""",2.5,2.18,639.56,895.38,2009,2210
PB304L-CX600T2-1/2S24,"24""",600,304L,"2-1/2""",2.5,6.01,668.14,935.4,5678,6246
PB316L-CX600T2-1/2S24,"24""",600,316L,"2-1/2""",2.5,7.48,675.73,946.02,7133,7847
PBAL6061-CX600T2-1/2S24,"24""",600,AL-6061,"2-1/2""",2.5,5.1,225.35,315.49,1666,1833
PB304-CX600T3S24,"24""",600,304,"3""",3,5.55,801.76,1122.46,6286,6915
PBSA36-CX600T3S24,"24""",600,SA-36,"3""",3,1.87,767.47,1074.46,2066,2273
PBSA516-70-CX600T3S24,"24""",600,SA-516-70,"3""",3,2.18,767.47,1074.46,2399,2639
PB304L-CX600T3S24,"24""",600,304L,"3""",3,6.01,801.76,1122.46,6803,7484
PB316L-CX600T3S24,"24""",600,316L,"3""",3,7.48,810.88,1135.23,8548,9403
PBAL6061-CX600T3S24,"24""",600,AL-6061,"3""",3,5.1,270.42,378.59,1987,2186
PB304-CX900T11GAS1/2,"1/2""",900,304,11 Gauge,0.1196,5.55,0.28,0.39,37,41
PBSA36-CX900T11GAS1/2,"1/2""",900,SA-36,11 Gauge,0.1196,1.87,0.27,0.38,36,40
PBSA516-70-CX900T11GAS1/2,"1/2""",900,SA-516-70,11 Gauge,0.1196,2.18,0.27,0.38,36,40
PB304L-CX900T11GAS1/2,"1/2""",900,304L,11 Gauge,0.1196,6.01,0.28,0.39,37,41
PB316L-CX900T11GAS1/2,"1/2""",900,316L,11 Gauge,0.1196,7.48,0.29,0.41,38,42
PBAL6061-CX900T11GAS1/2,"1/2""",900,AL-6061,11 Gauge,0.1196,5.1,0.1,0.15,36,40
PB304-CX900T1/8S1/2,"1/2""",900,304,"1/8""",0.125,5.55,0.3,0.42,37,41
PBSA36-CX900T1/8S1/2,"1/2""",900,SA-36,"1/8""",0.125,1.87,0.28,0.39,36,40
PBSA516-70-CX900T1/8S1/2,"1/2""",900,SA-516-70,"1/8""",0.125,2.18,0.28,0.39,36,40
PB304L-CX900T1/8S1/2,"1/2""",900,304L,"1/8""",0.125,6.01,0.3,0.42,37,41
PB316L-CX900T1/8S1/2,"1/2""",900,316L,"1/8""",0.125,7.48,0.3,0.42,38,42
PBAL6061-CX900T1/8S1/2,"1/2""",900,AL-6061,"1/8""",0.125,5.1,0.1,0.15,36,40
PB304-CX900T3/16S1/2,"1/2""",900,304,"3/16""",0.1875,5.55,0.44,0.62,38,42
PBSA36-CX900T3/16S1/2,"1/2""",900,SA-36,"3/16""",0.1875,1.87,0.43,0.6,36,40
PBSA516-70-CX900T3/16S1/2,"1/2""",900,SA-516-70,"3/16""",0.1875,2.18,0.43,0.6,36,40
PB304L-CX900T3/16S1/2,"1/2""",900,304L,"3/16""",0.1875,6.01,0.44,0.62,39,43
PB316L-CX900T3/16S1/2,"1/2""",900,316L,"3/16""",0.1875,7.48,0.45,0.63,40,44
PBAL6061-CX900T3/16S1/2,"1/2""",900,AL-6061,"3/16""",0.1875,5.1,0.15,0.21,36,40
PB304-CX900T1/4S1/2,"1/2""",900,304,"1/4""",0.25,5.55,0.59,0.83,39,43
PBSA36-CX900T1/4S1/2,"1/2""",900,SA-36,"1/4""",0.25,1.87,0.57,0.8,36,40
PBSA516-70-CX900T1/4S1/2,"1/2""",900,SA-516-70,"1/4""",0.25,2.18,0.57,0.8,37,41
PB304L-CX900T1/4S1/2,"1/2""",900,304L,"1/4""",0.25,6.01,0.59,0.83,40,44
PB316L-CX900T1/4S1/2,"1/2""",900,316L,"1/4""",0.25,7.48,0.6,0.84,41,46
PBAL6061-CX900T1/4S1/2,"1/2""",900,AL-6061,"1/4""",0.25,5.1,0.2,0.28,36,40
PB304-CX900T5/16S1/2,"1/2""",900,304,"5/16""",0.3125,5.55,0.74,1.04,41,46
PBSA36-CX900T5/16S1/2,"1/2""",900,SA-36,"5/16""",0.3125,1.87,0.71,0.99,37,41
PBSA516-70-CX900T5/16S1/2,"1/2""",900,SA-516-70,"5/16""",0.3125,2.18,0.71,0.99,37,41
PB304L-CX900T5/16S1/2,"1/2""",900,304L,"5/16""",0.3125,6.01,0.74,1.04,41,46
PB316L-CX900T5/16S1/2,"1/2""",900,316L,"5/16""",0.3125,7.48,0.75,1.05,43,48
PBAL6061-CX900T5/16S1/2,"1/2""",900,AL-6061,"5/16""",0.3125,5.1,0.25,0.35,37,41
PB304-CX900T3/8S1/2,"1/2""",900,304,"3/8""",0.375,5.55,0.89,1.25,42,47
PBSA36-CX900T3/8S1/2,"1/2""",900,SA-36,"3/8""",0.375,1.87,0.85,1.19,37,41
PBSA516-70-CX900T3/8S1/2,"1/2""",900,SA-516-70,"3/8""",0.375,2.18,0.85,1.19,37,41
PB304L-CX900T3/8S1/2,"1/2""",900,304L,"3/8""",0.375,6.01,0.89,1.25,42,47
PB316L-CX900T3/8S1/2,"1/2""",900,316L,"3/8""",0.375,7.48,0.9,1.26,44,49
PBAL6061-CX900T3/8S1/2,"1/2""",900,AL-6061,"3/8""",0.375,5.1,0.3,0.42,37,41
PB304-CX900T1/2S1/2,"1/2""",900,304,"1/2""",0.5,5.55,1.18,1.65,44,49
PBSA36-CX900T1/2S1/2,"1/2""",900,SA-36,"1/2""",0.5,1.87,1.13,1.58,38,42
PBSA516-70-CX900T1/2S1/2,"1/2""",900,SA-516-70,"1/2""",0.5,2.18,1.13,1.58,38,42
PB304L-CX900T1/2S1/2,"1/2""",900,304L,"1/2""",0.5,6.01,1.18,1.65,45,50
PB316L-CX900T1/2S1/2,"1/2""",900,316L,"1/2""",0.5,7.48,1.2,1.68,47,52
PBAL6061-CX900T1/2S1/2,"1/2""",900,AL-6061,"1/2""",0.5,5.1,0.4,0.56,38,42
PB304-CX900T5/8S1/2,"1/2""",900,304,"5/8""",0.625,5.55,1.48,2.07,46,51
PBSA36-CX900T5/8S1/2,"1/2""",900,SA-36,"5/8""",0.625,1.87,1.42,1.99,39,43
PBSA516-70-CX900T5/8S1/2,"1/2""",900,SA-516-70,"5/8""",0.625,2.18,1.42,1.99,39,43
PB304L-CX900T5/8S1/2,"1/2""",900,304L,"5/8""",0.625,6.01,1.48,2.07,47,52
PB316L-CX900T5/8S1/2,"1/2""",900,316L,"5/8""",0.625,7.48,1.5,2.1,51,57
PBAL6061-CX900T5/8S1/2,"1/2""",900,AL-6061,"5/8""",0.625,5.1,0.5,0.7,38,42
PB304-CX900T3/4S1/2,"1/2""",900,304,"3/4""",0.75,5.55,1.78,2.49,49,54
PBSA36-CX900T3/4S1/2,"1/2""",900,SA-36,"3/4""",0.75,1.87,1.7,2.38,39,43
PBSA516-70-CX900T3/4S1/2,"1/2""",900,SA-516-70,"3/4""",0.75,2.18,1.7,2.38,40,44
PB304L-CX900T3/4S1/2,"1/2""",900,304L,"3/4""",0.75,6.01,1.78,2.49,50,56
PB316L-CX900T3/4S1/2,"1/2""",900,316L,"3/4""",0.75,7.48,1.8,2.52,54,60
PBAL6061-CX900T3/4S1/2,"1/2""",900,AL-6061,"3/4""",0.75,5.1,0.6,0.84,39,43
PB304-CX900T7/8S1/2,"1/2""",900,304,"7/8""",0.875,5.55,2.07,2.9,51,57
PBSA36-CX900T7/8S1/2,"1/2""",900,SA-36,"7/8""",0.875,1.87,1.98,2.77,40,44
PBSA516-70-CX900T7/8S1/2,"1/2""",900,SA-516-70,"7/8""",0.875,2.18,1.98,2.77,41,46
PB304L-CX900T7/8S1/2,"1/2""",900,304L,"7/8""",0.875,6.01,2.07,2.9,52,58
PB316L-CX900T7/8S1/2,"1/2""",900,316L,"7/8""",0.875,7.48,2.1,2.94,57,63
PBAL6061-CX900T7/8S1/2,"1/2""",900,AL-6061,"7/8""",0.875,5.1,0.7,0.98,40,44
PB304-CX900T1S1/2,"1/2""",900,304,"1""",1,5.55,2.37,3.32,53,59
PBSA36-CX900T1S1/2,"1/2""",900,SA-36,"1""",1,1.87,2.27,3.18,41,46
PBSA516-70-CX900T1S1/2,"1/2""",900,SA-516-70,"1""",1,2.18,2.27,3.18,42,47
PB304L-CX900T1S1/2,"1/2""",900,304L,"1""",1,6.01,2.37,3.32,55,61
PB316L-CX900T1S1/2,"1/2""",900,316L,"1""",1,7.48,2.4,3.36,60,66
PBAL6061-CX900T1S1/2,"1/2""",900,AL-6061,"1""",1,5.1,0.8,1.12,41,46
PB304-CX900T1-1/8S1/2,"1/2""",900,304,"1-1/8""",1.125,5.55,2.66,3.72,55,61
PBSA36-CX900T1-1/8S1/2,"1/2""",900,SA-36,"1-1/8""",1.125,1.87,2.55,3.57,42,47
PBSA516-70-CX900T1-1/8S1/2,"1/2""",900,SA-516-70,"1-1/8""",1.125,2.18,2.55,3.57,43,48
PB304L-CX900T1-1/8S1/2,"1/2""",900,304L,"1-1/8""",1.125,6.01,2.66,3.72,57,63
PB316L-CX900T1-1/8S1/2,"1/2""",900,316L,"1-1/8""",1.125,7.48,2.69,3.77,63,70
PBAL6061-CX900T1-1/8S1/2,"1/2""",900,AL-6061,"1-1/8""",1.125,5.1,0.9,1.26,41,46
PB304-CX900T1-1/4S1/2,"1/2""",900,304,"1-1/4""",1.25,5.55,2.96,4.14,58,64
PBSA36-CX900T1-1/4S1/2,"1/2""",900,SA-36,"1-1/4""",1.25,1.87,2.83,3.96,42,47
PBSA516-70-CX900T1-1/4S1/2,"1/2""",900,SA-516-70,"1-1/4""",1.25,2.18,2.83,3.96,43,48
PB304L-CX900T1-1/4S1/2,"1/2""",900,304L,"1-1/4""",1.25,6.01,2.96,4.14,60,66
PB316L-CX900T1-1/4S1/2,"1/2""",900,316L,"1-1/4""",1.25,7.48,2.99,4.19,66,73
PBAL6061-CX900T1-1/4S1/2,"1/2""",900,AL-6061,"1-1/4""",1.25,5.1,1,1.4,42,47
PB304-CX900T1-3/8S1/2,"1/2""",900,304,"1-3/8""",1.375,5.55,3.26,4.56,60,66
PBSA36-CX900T1-3/8S1/2,"1/2""",900,SA-36,"1-3/8""",1.375,1.87,3.12,4.37,43,48
PBSA516-70-CX900T1-3/8S1/2,"1/2""",900,SA-516-70,"1-3/8""",1.375,2.18,3.12,4.37,44,49
PB304L-CX900T1-3/8S1/2,"1/2""",900,304L,"1-3/8""",1.375,6.01,3.26,4.56,62,69
PB316L-CX900T1-3/8S1/2,"1/2""",900,316L,"1-3/8""",1.375,7.48,3.29,4.61,69,76
PBAL6061-CX900T1-3/8S1/2,"1/2""",900,AL-6061,"1-3/8""",1.375,5.1,1.1,1.54,43,48
PB304-CX900T1-1/2S1/2,"1/2""",900,304,"1-1/2""",1.5,5.55,3.55,4.97,62,69
PBSA36-CX900T1-1/2S1/2,"1/2""",900,SA-36,"1-1/2""",1.5,1.87,3.4,4.76,44,49
PBSA516-70-CX900T1-1/2S1/2,"1/2""",900,SA-516-70,"1-1/2""",1.5,2.18,3.4,4.76,45,50
PB304L-CX900T1-1/2S1/2,"1/2""",900,304L,"1-1/2""",1.5,6.01,3.55,4.97,65,72
PB316L-CX900T1-1/2S1/2,"1/2""",900,316L,"1-1/2""",1.5,7.48,3.59,5.03,72,80
PBAL6061-CX900T1-1/2S1/2,"1/2""",900,AL-6061,"1-1/2""",1.5,5.1,1.2,1.68,43,48
PB304-CX900T1-5/8S1/2,"1/2""",900,304,"1-5/8""",1.625,5.55,3.85,5.39,65,72
PBSA36-CX900T1-5/8S1/2,"1/2""",900,SA-36,"1-5/8""",1.625,1.87,3.68,5.15,44,49
PBSA516-70-CX900T1-5/8S1/2,"1/2""",900,SA-516-70,"1-5/8""",1.625,2.18,3.68,5.15,46,51
PB304L-CX900T1-5/8S1/2,"1/2""",900,304L,"1-5/8""",1.625,6.01,3.85,5.39,67,74
PB316L-CX900T1-5/8S1/2,"1/2""",900,316L,"1-5/8""",1.625,7.48,3.89,5.45,76,84
PBAL6061-CX900T1-5/8S1/2,"1/2""",900,AL-6061,"1-5/8""",1.625,5.1,1.3,1.82,44,49
PB304-CX900T1-3/4S1/2,"1/2""",900,304,"1-3/4""",1.75,5.55,4.14,5.8,67,74
PBSA36-CX900T1-3/4S1/2,"1/2""",900,SA-36,"1-3/4""",1.75,1.87,3.97,5.56,45,50
PBSA516-70-CX900T1-3/4S1/2,"1/2""",900,SA-516-70,"1-3/4""",1.75,2.18,3.97,5.56,47,52
PB304L-CX900T1-3/4S1/2,"1/2""",900,304L,"1-3/4""",1.75,6.01,4.14,5.8,70,77
PB316L-CX900T1-3/4S1/2,"1/2""",900,316L,"1-3/4""",1.75,7.48,4.19,5.87,79,87
PBAL6061-CX900T1-3/4S1/2,"1/2""",900,AL-6061,"1-3/4""",1.75,5.1,1.4,1.96,45,50
PB304-CX900T1-7/8S1/2,"1/2""",900,304,"1-7/8""",1.875,5.55,4.44,6.22,69,76
PBSA36-CX900T1-7/8S1/2,"1/2""",900,SA-36,"1-7/8""",1.875,1.87,4.25,5.95,46,51
PBSA516-70-CX900T1-7/8S1/2,"1/2""",900,SA-516-70,"1-7/8""",1.875,2.18,4.25,5.95,48,53
PB304L-CX900T1-7/8S1/2,"1/2""",900,304L,"1-7/8""",1.875,6.01,4.44,6.22,72,80
PB316L-CX900T1-7/8S1/2,"1/2""",900,316L,"1-7/8""",1.875,7.48,4.49,6.29,82,91
PBAL6061-CX900T1-7/8S1/2,"1/2""",900,AL-6061,"1-7/8""",1.875,5.1,1.5,2.1,46,51
PB304-CX900T2S1/2,"1/2""",900,304,"2""",2,5.55,4.74,6.64,72,80
PBSA36-CX900T2S1/2,"1/2""",900,SA-36,"2""",2,1.87,4.53,6.34,47,52
PBSA516-70-CX900T2S1/2,"1/2""",900,SA-516-70,"2""",2,2.18,4.53,6.34,49,54
PB304L-CX900T2S1/2,"1/2""",900,304L,"2""",2,6.01,4.74,6.64,75,83
PB316L-CX900T2S1/2,"1/2""",900,316L,"2""",2,7.48,4.79,6.71,85,94
PBAL6061-CX900T2S1/2,"1/2""",900,AL-6061,"2""",2,5.1,1.6,2.24,46,51
PB304-CX900T2-1/4S1/2,"1/2""",900,304,"2-1/4""",2.25,5.55,5.33,7.46,76,84
PBSA36-CX900T2-1/4S1/2,"1/2""",900,SA-36,"2-1/4""",2.25,1.87,5.1,7.14,48,53
PBSA516-70-CX900T2-1/4S1/2,"1/2""",900,SA-516-70,"2-1/4""",2.25,2.18,5.1,7.14,50,56
PB304L-CX900T2-1/4S1/2,"1/2""",900,304L,"2-1/4""",2.25,6.01,5.33,7.46,80,88
PB316L-CX900T2-1/4S1/2,"1/2""",900,316L,"2-1/4""",2.25,7.48,5.39,7.55,91,101
PBAL6061-CX900T2-1/4S1/2,"1/2""",900,AL-6061,"2-1/4""",2.25,5.1,1.8,2.52,48,53
PB304-CX900T2-1/2S1/2,"1/2""",900,304,"2-1/2""",2.5,5.55,5.92,8.29,81,90
PBSA36-CX900T2-1/2S1/2,"1/2""",900,SA-36,"2-1/2""",2.5,1.87,5.67,7.94,50,56
PBSA516-70-CX900T2-1/2S1/2,"1/2""",900,SA-516-70,"2-1/2""",2.5,2.18,5.67,7.94,52,58
PB304L-CX900T2-1/2S1/2,"1/2""",900,304L,"2-1/2""",2.5,6.01,5.92,8.29,85,94
PB316L-CX900T2-1/2S1/2,"1/2""",900,316L,"2-1/2""",2.5,7.48,5.99,8.39,98,108
PBAL6061-CX900T2-1/2S1/2,"1/2""",900,AL-6061,"2-1/2""",2.5,5.1,2,2.8,49,54
PB304-CX900T3S1/2,"1/2""",900,304,"3""",3,5.55,7.1,9.94,90,100
PBSA36-CX900T3S1/2,"1/2""",900,SA-36,"3""",3,1.87,6.8,9.52,53,59
PBSA516-70-CX900T3S1/2,"1/2""",900,SA-516-70,"3""",3,2.18,6.8,9.52,56,62
PB304L-CX900T3S1/2,"1/2""",900,304L,"3""",3,6.01,7.1,9.94,95,105
PB316L-CX900T3S1/2,"1/2""",900,316L,"3""",3,7.48,7.19,10.07,110,122
PBAL6061-CX900T3S1/2,"1/2""",900,AL-6061,"3""",3,5.1,2.4,3.36,52,58
PB304-CX900T11GAS3/4,"3/4""",900,304,11 Gauge,0.1196,5.55,0.32,0.45,37,41
PBSA36-CX900T11GAS3/4,"3/4""",900,SA-36,11 Gauge,0.1196,1.87,0.31,0.43,36,40
PBSA516-70-CX900T11GAS3/4,"3/4""",900,SA-516-70,11 Gauge,0.1196,2.18,0.31,0.43,36,40
PB304L-CX900T11GAS3/4,"3/4""",900,304L,11 Gauge,0.1196,6.01,0.32,0.45,38,42
PB316L-CX900T11GAS3/4,"3/4""",900,316L,11 Gauge,0.1196,7.48,0.33,0.46,38,42
PBAL6061-CX900T11GAS3/4,"3/4""",900,AL-6061,11 Gauge,0.1196,5.1,0.11,0.15,36,40
PB304-CX900T1/8S3/4,"3/4""",900,304,"1/8""",0.125,5.55,0.34,0.48,38,42
PBSA36-CX900T1/8S3/4,"3/4""",900,SA-36,"1/8""",0.125,1.87,0.32,0.45,36,40
PBSA516-70-CX900T1/8S3/4,"3/4""",900,SA-516-70,"1/8""",0.125,2.18,0.32,0.45,36,40
PB304L-CX900T1/8S3/4,"3/4""",900,304L,"1/8""",0.125,6.01,0.34,0.48,38,42
PB316L-CX900T1/8S3/4,"3/4""",900,316L,"1/8""",0.125,7.48,0.34,0.48,38,42
PBAL6061-CX900T1/8S3/4,"3/4""",900,AL-6061,"1/8""",0.125,5.1,0.11,0.15,36,40
