partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBSA36-C1500T5/16S2,"2""",1500,SA-36,"5/16""",0.3125,1.85,2.75,3.85,42,47
PBSA516-70-C1500T5/16S2,"2""",1500,SA-516-70,"5/16""",0.3125,2.15,2.75,3.85,43,48
PB304L-C1500T5/16S2,"2""",1500,304L,"5/16""",0.3125,5.95,2.87,4.02,59,65
PB316L-C1500T5/16S2,"2""",1500,316L,"5/16""",0.3125,7.4,2.9,4.06,65,72
PBAL6061-C1500T5/16S2,"2""",1500,AL-6061,"5/16""",0.3125,5,0.97,1.36,42,47
PB304-C1500T3/8S2,"2""",1500,304,"3/8""",0.375,5.5,3.44,4.82,61,68
PBSA36-C1500T3/8S2,"2""",1500,SA-36,"3/8""",0.375,1.85,3.29,4.61,43,48
PBSA516-70-C1500T3/8S2,"2""",1500,SA-516-70,"3/8""",0.375,2.15,3.29,4.61,45,50
PB304L-C1500T3/8S2,"2""",1500,304L,"3/8""",0.375,5.95,3.44,4.82,64,71
PB316L-C1500T3/8S2,"2""",1500,316L,"3/8""",0.375,7.4,3.48,4.87,71,79
PBAL6061-C1500T3/8S2,"2""",1500,AL-6061,"3/8""",0.375,5,1.16,1.62,43,48
PB304-C1500T1/2S2,"2""",1500,304,"1/2""",0.5,5.5,4.59,6.43,70,77
PBSA36-C1500T1/2S2,"2""",1500,SA-36,"1/2""",0.5,1.85,4.39,6.15,46,51
PBSA516-70-C1500T1/2S2,"2""",1500,SA-516-70,"1/2""",0.5,2.15,4.39,6.15,48,53
PB304L-C1500T1/2S2,"2""",1500,304L,"1/2""",0.5,5.95,4.59,6.43,73,81
PB316L-C1500T1/2S2,"2""",1500,316L,"1/2""",0.5,7.4,4.64,6.5,83,92
PBAL6061-C1500T1/2S2,"2""",1500,AL-6061,"1/2""",0.5,5,1.55,2.17,46,51
PB304-C1500T5/8S2,"2""",1500,304,"5/8""",0.625,5.5,5.74,8.04,79,87
PBSA36-C1500T5/8S2,"2""",1500,SA-36,"5/8""",0.625,1.85,5.49,7.69,49,54
PBSA516-70-C1500T5/8S2,"2""",1500,SA-516-70,"5/8""",0.625,2.15,5.49,7.69,51,57
PB304L-C1500T5/8S2,"2""",1500,304L,"5/8""",0.625,5.95,5.74,8.04,83,92
PB316L-C1500T5/8S2,"2""",1500,316L,"5/8""",0.625,7.4,5.8,8.12,95,105
PBAL6061-C1500T5/8S2,"2""",1500,AL-6061,"5/8""",0.625,5,1.93,2.7,48,53
PB304-C1500T3/4S2,"2""",1500,304,"3/4""",0.75,5.5,6.88,9.63,88,97
PBSA36-C1500T3/4S2,"2""",1500,SA-36,"3/4""",0.75,1.85,6.59,9.23,52,58
PBSA516-70-C1500T3/4S2,"2""",1500,SA-516-70,"3/4""",0.75,2.15,6.59,9.23,55,61
PB304L-C1500T3/4S2,"2""",1500,304L,"3/4""",0.75,5.95,6.88,9.63,92,102
PB316L-C1500T3/4S2,"2""",1500,316L,"3/4""",0.75,7.4,6.96,9.74,107,118
PBAL6061-C1500T3/4S2,"2""",1500,AL-6061,"3/4""",0.75,5,2.32,3.25,51,57
PB304-C1500T7/8S2,"2""",1500,304,"7/8""",0.875,5.5,8.03,11.24,97,107
PBSA36-C1500T7/8S2,"2""",1500,SA-36,"7/8""",0.875,1.85,7.69,10.77,55,61
PBSA516-70-C1500T7/8S2,"2""",1500,SA-516-70,"7/8""",0.875,2.15,7.69,10.77,58,64
PB304L-C1500T7/8S2,"2""",1500,304L,"7/8""",0.875,5.95,8.03,11.24,102,113
PB316L-C1500T7/8S2,"2""",1500,316L,"7/8""",0.875,7.4,8.12,11.37,119,131
PBAL6061-C1500T7/8S2,"2""",1500,AL-6061,"7/8""",0.875,5,2.71,3.79,54,60
PB304-C1500T1S2,"2""",1500,304,"1""",1,5.5,9.18,12.85,106,117
PBSA36-C1500T1S2,"2""",1500,SA-36,"1""",1,1.85,8.79,12.31,58,64
PBSA516-70-C1500T1S2,"2""",1500,SA-516-70,"1""",1,2.15,8.79,12.31,61,68
PB304L-C1500T1S2,"2""",1500,304L,"1""",1,5.95,9.18,12.85,111,123
PB316L-C1500T1S2,"2""",1500,316L,"1""",1,7.4,9.28,12.99,131,145
PBAL6061-C1500T1S2,"2""",1500,AL-6061,"1""",1,5,3.1,4.34,57,63
PB304-C1500T1-1/8S2,"2""",1500,304,"1-1/8""",1.125,5.5,10.33,14.46,114,126
PBSA36-C1500T1-1/8S2,"2""",1500,SA-36,"1-1/8""",1.125,1.85,9.88,13.83,60,66
PBSA516-70-C1500T1-1/8S2,"2""",1500,SA-516-70,"1-1/8""",1.125,2.15,9.88,13.83,65,72
PB304L-C1500T1-1/8S2,"2""",1500,304L,"1-1/8""",1.125,5.95,10.33,14.46,121,134
PB316L-C1500T1-1/8S2,"2""",1500,316L,"1-1/8""",1.125,7.4,10.44,14.62,143,158
PBAL6061-C1500T1-1/8S2,"2""",1500,AL-6061,"1-1/8""",1.125,5,3.48,4.87,59,65
PB304-C1500T1-1/4S2,"2""",1500,304,"1-1/4""",1.25,5.5,11.47,16.06,123,136
PBSA36-C1500T1-1/4S2,"2""",1500,SA-36,"1-1/4""",1.25,1.85,10.98,15.37,63,70
PBSA516-70-C1500T1-1/4S2,"2""",1500,SA-516-70,"1-1/4""",1.25,2.15,10.98,15.37,68,75
PB304L-C1500T1-1/4S2,"2""",1500,304L,"1-1/4""",1.25,5.95,11.47,16.06,130,143
PB316L-C1500T1-1/4S2,"2""",1500,316L,"1-1/4""",1.25,7.4,11.6,16.24,155,171
PBAL6061-C1500T1-1/4S2,"2""",1500,AL-6061,"1-1/4""",1.25,5,3.87,5.42,62,69
PB304-C1500T1-3/8S2,"2""",1500,304,"1-3/8""",1.375,5.5,12.62,17.67,132,146
PBSA36-C1500T1-3/8S2,"2""",1500,SA-36,"1-3/8""",1.375,1.85,12.08,16.91,66,73
PBSA516-70-C1500T1-3/8S2,"2""",1500,SA-516-70,"1-3/8""",1.375,2.15,12.08,16.91,71,79
PB304L-C1500T1-3/8S2,"2""",1500,304L,"1-3/8""",1.375,5.95,12.62,17.67,140,154
PB316L-C1500T1-3/8S2,"2""",1500,316L,"1-3/8""",1.375,7.4,12.76,17.86,167,184
PBAL6061-C1500T1-3/8S2,"2""",1500,AL-6061,"1-3/8""",1.375,5,4.26,5.96,65,72
PB304-C1500T1-1/2S2,"2""",1500,304,"1-1/2""",1.5,5.5,13.77,19.28,141,156
PBSA36-C1500T1-1/2S2,"2""",1500,SA-36,"1-1/2""",1.5,1.85,13.18,18.45,69,76
PBSA516-70-C1500T1-1/2S2,"2""",1500,SA-516-70,"1-1/2""",1.5,2.15,13.18,18.45,75,83
PB304L-C1500T1-1/2S2,"2""",1500,304L,"1-1/2""",1.5,5.95,13.77,19.28,150,165
PB316L-C1500T1-1/2S2,"2""",1500,316L,"1-1/2""",1.5,7.4,13.92,19.49,179,197
PBAL6061-C1500T1-1/2S2,"2""",1500,AL-6061,"1-1/2""",1.5,5,4.64,6.5,67,74
PB304-C1500T1-5/8S2,"2""",1500,304,"1-5/8""",1.625,5.5,14.91,20.87,150,165
PBSA36-C1500T1-5/8S2,"2""",1500,SA-36,"1-5/8""",1.625,1.85,14.28,19.99,72,80
PBSA516-70-C1500T1-5/8S2,"2""",1500,SA-516-70,"1-5/8""",1.625,2.15,14.28,19.99,78,86
PB304L-C1500T1-5/8S2,"2""",1500,304L,"1-5/8""",1.625,5.95,14.91,20.87,159,175
PB316L-C1500T1-5/8S2,"2""",1500,316L,"1-5/8""",1.625,7.4,15.08,21.11,191,211
PBAL6061-C1500T1-5/8S2,"2""",1500,AL-6061,"1-5/8""",1.625,5,5.03,7.04,70,77
PB304-C1500T1-3/4S2,"2""",1500,304,"1-3/4""",1.75,5.5,16.06,22.48,158,174
PBSA36-C1500T1-3/4S2,"2""",1500,SA-36,"1-3/4""",1.75,1.85,15.37,21.52,75,83
PBSA516-70-C1500T1-3/4S2,"2""",1500,SA-516-70,"1-3/4""",1.75,2.15,15.37,21.52,81,90
PB304L-C1500T1-3/4S2,"2""",1500,304L,"1-3/4""",1.75,5.95,16.06,22.48,169,186
PB316L-C1500T1-3/4S2,"2""",1500,316L,"1-3/4""",1.75,7.4,16.24,22.74,203,224
PBAL6061-C1500T1-3/4S2,"2""",1500,AL-6061,"1-3/4""",1.75,5,5.42,7.59,73,81
PB304-C1500T1-7/8S2,"2""",1500,304,"1-7/8""",1.875,5.5,17.21,24.09,167,184
PBSA36-C1500T1-7/8S2,"2""",1500,SA-36,"1-7/8""",1.875,1.85,16.47,23.06,78,86
PBSA516-70-C1500T1-7/8S2,"2""",1500,SA-516-70,"1-7/8""",1.875,2.15,16.47,23.06,84,93
PB304L-C1500T1-7/8S2,"2""",1500,304L,"1-7/8""",1.875,5.95,17.21,24.09,178,196
PB316L-C1500T1-7/8S2,"2""",1500,316L,"1-7/8""",1.875,7.4,17.4,24.36,215,237
PBAL6061-C1500T1-7/8S2,"2""",1500,AL-6061,"1-7/8""",1.875,5,5.8,8.12,75,83
PB304-C1500T2S2,"2""",1500,304,"2""",2,5.5,18.36,25.7,176,194
PBSA36-C1500T2S2,"2""",1500,SA-36,"2""",2,1.85,17.57,24.6,80,88
PBSA516-70-C1500T2S2,"2""",1500,SA-516-70,"2""",2,2.15,17.57,24.6,88,97
PB304L-C1500T2S2,"2""",1500,304L,"2""",2,5.95,18.36,25.7,188,207
PB316L-C1500T2S2,"2""",1500,316L,"2""",2,7.4,18.56,25.98,227,250
PBAL6061-C1500T2S2,"2""",1500,AL-6061,"2""",2,5,6.19,8.67,78,86
PB304-C1500T2-1/4S2,"2""",1500,304,"2-1/4""",2.25,5.5,20.65,28.91,194,214
PBSA36-C1500T2-1/4S2,"2""",1500,SA-36,"2-1/4""",2.25,1.85,19.77,27.68,86,95
PBSA516-70-C1500T2-1/4S2,"2""",1500,SA-516-70,"2-1/4""",2.25,2.15,19.77,27.68,94,104
PB304L-C1500T2-1/4S2,"2""",1500,304L,"2-1/4""",2.25,5.95,20.65,28.91,207,228
PB316L-C1500T2-1/4S2,"2""",1500,316L,"2-1/4""",2.25,7.4,20.89,29.25,251,277
PBAL6061-C1500T2-1/4S2,"2""",1500,AL-6061,"2-1/4""",2.25,5,6.96,9.74,84,93
PB304-C1500T2-1/2S2,"2""",1500,304,"2-1/2""",2.5,5.5,22.95,32.13,212,234
PBSA36-C1500T2-1/2S2,"2""",1500,SA-36,"2-1/2""",2.5,1.85,21.96,30.74,92,102
PBSA516-70-C1500T2-1/2S2,"2""",1500,SA-516-70,"2-1/2""",2.5,2.15,21.96,30.74,101,112
PB304L-C1500T2-1/2S2,"2""",1500,304L,"2-1/2""",2.5,5.95,22.95,32.13,226,249
PB316L-C1500T2-1/2S2,"2""",1500,316L,"2-1/2""",2.5,7.4,23.21,32.49,275,303
PBAL6061-C1500T2-1/2S2,"2""",1500,AL-6061,"2-1/2""",2.5,5,7.74,10.84,89,98
PB304-C1500T3S2,"2""",1500,304,"3""",3,5.5,27.53,38.54,247,272
PBSA36-C1500T3S2,"2""",1500,SA-36,"3""",3,1.85,26.36,36.9,103,114
PBSA516-70-C1500T3S2,"2""",1500,SA-516-70,"3""",3,2.15,26.36,36.9,114,126
PB304L-C1500T3S2,"2""",1500,304L,"3""",3,5.95,27.53,38.54,264,291
PB316L-C1500T3S2,"2""",1500,316L,"3""",3,7.4,27.85,38.99,323,356
PBAL6061-C1500T3S2,"2""",1500,AL-6061,"3""",3,5,9.29,13.01,100,111
PB304-C1500T11GAS2-1/2,"2-1/2""",1500,304,11 Gauge,0.1196,5.5,1.46,2.04,46,51
PBSA36-C1500T11GAS2-1/2,"2-1/2""",1500,SA-36,11 Gauge,0.1196,1.85,1.4,1.96,38,42
PBSA516-70-C1500T11GAS2-1/2,"2-1/2""",1500,SA-516-70,11 Gauge,0.1196,2.15,1.4,1.96,39,43
PB304L-C1500T11GAS2-1/2,"2-1/2""",1500,304L,11 Gauge,0.1196,5.95,1.46,2.04,47,52
PB316L-C1500T11GAS2-1/2,"2-1/2""",1500,316L,11 Gauge,0.1196,7.4,1.48,2.07,50,56
PBAL6061-C1500T11GAS2-1/2,"2-1/2""",1500,AL-6061,11 Gauge,0.1196,5,0.49,0.69,38,42
PB304-C1500T1/8S2-1/2,"2-1/2""",1500,304,"1/8""",0.125,5.5,1.53,2.14,47,52
PBSA36-C1500T1/8S2-1/2,"2-1/2""",1500,SA-36,"1/8""",0.125,1.85,1.46,2.04,39,43
PBSA516-70-C1500T1/8S2-1/2,"2-1/2""",1500,SA-516-70,"1/8""",0.125,2.15,1.46,2.04,39,43
PB304L-C1500T1/8S2-1/2,"2-1/2""",1500,304L,"1/8""",0.125,5.95,1.53,2.14,48,53
PB316L-C1500T1/8S2-1/2,"2-1/2""",1500,316L,"1/8""",0.125,7.4,1.54,2.16,51,57
PBAL6061-C1500T1/8S2-1/2,"2-1/2""",1500,AL-6061,"1/8""",0.125,5,0.51,0.71,38,42
PB304-C1500T3/16S2-1/2,"2-1/2""",1500,304,"3/16""",0.1875,5.5,2.29,3.21,53,59
PBSA36-C1500T3/16S2-1/2,"2-1/2""",1500,SA-36,"3/16""",0.1875,1.85,2.19,3.07,41,46
PBSA516-70-C1500T3/16S2-1/2,"2-1/2""",1500,SA-516-70,"3/16""",0.1875,2.15,2.19,3.07,41,46
PB304L-C1500T3/16S2-1/2,"2-1/2""",1500,304L,"3/16""",0.1875,5.95,2.29,3.21,54,60
PB316L-C1500T3/16S2-1/2,"2-1/2""",1500,316L,"3/16""",0.1875,7.4,2.31,3.23,59,65
PBAL6061-C1500T3/16S2-1/2,"2-1/2""",1500,AL-6061,"3/16""",0.1875,5,0.77,1.08,40,44
PB304-C1500T1/4S2-1/2,"2-1/2""",1500,304,"1/4""",0.25,5.5,3.05,4.27,58,64
PBSA36-C1500T1/4S2-1/2,"2-1/2""",1500,SA-36,"1/4""",0.25,1.85,2.92,4.09,42,47
PBSA516-70-C1500T1/4S2-1/2,"2-1/2""",1500,SA-516-70,"1/4""",0.25,2.15,2.92,4.09,44,49
PB304L-C1500T1/4S2-1/2,"2-1/2""",1500,304L,"1/4""",0.25,5.95,3.05,4.27,60,66
PB316L-C1500T1/4S2-1/2,"2-1/2""",1500,316L,"1/4""",0.25,7.4,3.09,4.33,67,74
PBAL6061-C1500T1/4S2-1/2,"2-1/2""",1500,AL-6061,"1/4""",0.25,5,1.03,1.44,42,47
PB304-C1500T5/16S2-1/2,"2-1/2""",1500,304,"5/16""",0.3125,5.5,3.81,5.33,64,71
PBSA36-C1500T5/16S2-1/2,"2-1/2""",1500,SA-36,"5/16""",0.3125,1.85,3.65,5.11,44,49
PBSA516-70-C1500T5/16S2-1/2,"2-1/2""",1500,SA-516-70,"5/16""",0.3125,2.15,3.65,5.11,46,51
PB304L-C1500T5/16S2-1/2,"2-1/2""",1500,304L,"5/16""",0.3125,5.95,3.81,5.33,67,74
PB316L-C1500T5/16S2-1/2,"2-1/2""",1500,316L,"5/16""",0.3125,7.4,3.86,5.4,75,83
PBAL6061-C1500T5/16S2-1/2,"2-1/2""",1500,AL-6061,"5/16""",0.3125,5,1.29,1.81,44,49
PB304-C1500T3/8S2-1/2,"2-1/2""",1500,304,"3/8""",0.375,5.5,4.58,6.41,70,77
PBSA36-C1500T3/8S2-1/2,"2-1/2""",1500,SA-36,"3/8""",0.375,1.85,4.38,6.13,46,51
PBSA516-70-C1500T3/8S2-1/2,"2-1/2""",1500,SA-516-70,"3/8""",0.375,2.15,4.38,6.13,48,53
PB304L-C1500T3/8S2-1/2,"2-1/2""",1500,304L,"3/8""",0.375,5.95,4.58,6.41,73,81
PB316L-C1500T3/8S2-1/2,"2-1/2""",1500,316L,"3/8""",0.375,7.4,4.63,6.48,83,92
PBAL6061-C1500T3/8S2-1/2,"2-1/2""",1500,AL-6061,"3/8""",0.375,5,1.54,2.16,46,51
PB304-C1500T1/2S2-1/2,"2-1/2""",1500,304,"1/2""",0.5,5.5,6.1,8.54,82,91
PBSA36-C1500T1/2S2-1/2,"2-1/2""",1500,SA-36,"1/2""",0.5,1.85,5.84,8.18,50,56
PBSA516-70-C1500T1/2S2-1/2,"2-1/2""",1500,SA-516-70,"1/2""",0.5,2.15,5.84,8.18,52,58
PB304L-C1500T1/2S2-1/2,"2-1/2""",1500,304L,"1/2""",0.5,5.95,6.1,8.54,86,95
PB316L-C1500T1/2S2-1/2,"2-1/2""",1500,316L,"1/2""",0.5,7.4,6.17,8.64,99,109
PBAL6061-C1500T1/2S2-1/2,"2-1/2""",1500,AL-6061,"1/2""",0.5,5,2.06,2.88,49,54
PB304-C1500T5/8S2-1/2,"2-1/2""",1500,304,"5/8""",0.625,5.5,7.63,10.68,94,104
PBSA36-C1500T5/8S2-1/2,"2-1/2""",1500,SA-36,"5/8""",0.625,1.85,7.3,10.22,54,60
PBSA516-70-C1500T5/8S2-1/2,"2-1/2""",1500,SA-516-70,"5/8""",0.625,2.15,7.3,10.22,57,63
PB304L-C1500T5/8S2-1/2,"2-1/2""",1500,304L,"5/8""",0.625,5.95,7.63,10.68,98,108
PB316L-C1500T5/8S2-1/2,"2-1/2""",1500,316L,"5/8""",0.625,7.4,7.71,10.79,115,127
PBAL6061-C1500T5/8S2-1/2,"2-1/2""",1500,AL-6061,"5/8""",0.625,5,2.57,3.6,53,59
PB304-C1500T3/4S2-1/2,"2-1/2""",1500,304,"3/4""",0.75,5.5,9.15,12.81,105,116
PBSA36-C1500T3/4S2-1/2,"2-1/2""",1500,SA-36,"3/4""",0.75,1.85,8.76,12.26,58,64
PBSA516-70-C1500T3/4S2-1/2,"2-1/2""",1500,SA-516-70,"3/4""",0.75,2.15,8.76,12.26,61,68
PB304L-C1500T3/4S2-1/2,"2-1/2""",1500,304L,"3/4""",0.75,5.95,9.15,12.81,111,123
PB316L-C1500T3/4S2-1/2,"2-1/2""",1500,316L,"3/4""",0.75,7.4,9.26,12.96,131,145
PBAL6061-C1500T3/4S2-1/2,"2-1/2""",1500,AL-6061,"3/4""",0.75,5,3.09,4.33,56,62
PB304-C1500T7/8S2-1/2,"2-1/2""",1500,304,"7/8""",0.875,5.5,10.68,14.95,117,129
PBSA36-C1500T7/8S2-1/2,"2-1/2""",1500,SA-36,"7/8""",0.875,1.85,10.22,14.31,61,68
PBSA516-70-C1500T7/8S2-1/2,"2-1/2""",1500,SA-516-70,"7/8""",0.875,2.15,10.22,14.31,66,73
PB304L-C1500T7/8S2-1/2,"2-1/2""",1500,304L,"7/8""",0.875,5.95,10.68,14.95,124,137
PB316L-C1500T7/8S2-1/2,"2-1/2""",1500,316L,"7/8""",0.875,7.4,10.8,15.12,147,162
PBAL6061-C1500T7/8S2-1/2,"2-1/2""",1500,AL-6061,"7/8""",0.875,5,3.6,5.04,60,66
PB304-C1500T1S2-1/2,"2-1/2""",1500,304,"1""",1,5.5,12.2,17.08,129,142
PBSA36-C1500T1S2-1/2,"2-1/2""",1500,SA-36,"1""",1,1.85,11.68,16.35,65,72
PBSA516-70-C1500T1S2-1/2,"2-1/2""",1500,SA-516-70,"1""",1,2.15,11.68,16.35,70,77
PB304L-C1500T1S2-1/2,"2-1/2""",1500,304L,"1""",1,5.95,12.2,17.08,136,150
PB316L-C1500T1S2-1/2,"2-1/2""",1500,316L,"1""",1,7.4,12.34,17.28,163,180
PBAL6061-C1500T1S2-1/2,"2-1/2""",1500,AL-6061,"1""",1,5,4.12,5.77,64,71
PB304-C1500T1-1/8S2-1/2,"2-1/2""",1500,304,"1-1/8""",1.125,5.5,13.73,19.22,141,156
PBSA36-C1500T1-1/8S2-1/2,"2-1/2""",1500,SA-36,"1-1/8""",1.125,1.85,13.14,18.4,69,76
PBSA516-70-C1500T1-1/8S2-1/2,"2-1/2""",1500,SA-516-70,"1-1/8""",1.125,2.15,13.14,18.4,74,82
PB304L-C1500T1-1/8S2-1/2,"2-1/2""",1500,304L,"1-1/8""",1.125,5.95,13.73,19.22,149,164
PB316L-C1500T1-1/8S2-1/2,"2-1/2""",1500,316L,"1-1/8""",1.125,7.4,13.88,19.43,179,197
PBAL6061-C1500T1-1/8S2-1/2,"2-1/2""",1500,AL-6061,"1-1/8""",1.125,5,4.63,6.48,67,74
PB304-C1500T1-1/4S2-1/2,"2-1/2""",1500,304,"1-1/4""",1.25,5.5,15.25,21.35,152,168
PBSA36-C1500T1-1/4S2-1/2,"2-1/2""",1500,SA-36,"1-1/4""",1.25,1.85,14.6,20.44,73,81
PBSA516-70-C1500T1-1/4S2-1/2,"2-1/2""",1500,SA-516-70,"1-1/4""",1.25,2.15,14.6,20.44,79,87
PB304L-C1500T1-1/4S2-1/2,"2-1/2""",1500,304L,"1-1/4""",1.25,5.95,15.25,21.35,162,179
PB316L-C1500T1-1/4S2-1/2,"2-1/2""",1500,316L,"1-1/4""",1.25,7.4,15.43,21.6,195,215
PBAL6061-C1500T1-1/4S2-1/2,"2-1/2""",1500,AL-6061,"1-1/4""",1.25,5,5.14,7.2,71,79
PB304-C1500T1-3/8S2-1/2,"2-1/2""",1500,304,"1-3/8""",1.375,5.5,16.78,23.49,164,181
PBSA36-C1500T1-3/8S2-1/2,"2-1/2""",1500,SA-36,"1-3/8""",1.375,1.85,16.06,22.48,76,84
PBSA516-70-C1500T1-3/8S2-1/2,"2-1/2""",1500,SA-516-70,"1-3/8""",1.375,2.15,16.06,22.48,83,92
PB304L-C1500T1-3/8S2-1/2,"2-1/2""",1500,304L,"1-3/8""",1.375,5.95,16.78,23.49,175,193
PB316L-C1500T1-3/8S2-1/2,"2-1/2""",1500,316L,"1-3/8""",1.375,7.4,16.97,23.76,211,233
PBAL6061-C1500T1-3/8S2-1/2,"2-1/2""",1500,AL-6061,"1-3/8""",1.375,5,5.66,7.92,74,82
PB304-C1500T1-1/2S2-1/2,"2-1/2""",1500,304,"1-1/2""",1.5,5.5,18.3,25.62,176,194
PBSA36-C1500T1-1/2S2-1/2,"2-1/2""",1500,SA-36,"1-1/2""",1.5,1.85,17.52,24.53,80,88
PBSA516-70-C1500T1-1/2S2-1/2,"2-1/2""",1500,SA-516-70,"1-1/2""",1.5,2.15,17.52,24.53,88,97
PB304L-C1500T1-1/2S2-1/2,"2-1/2""",1500,304L,"1-1/2""",1.5,5.95,18.3,25.62,187,206
PB316L-C1500T1-1/2S2-1/2,"2-1/2""",1500,316L,"1-1/2""",1.5,7.4,18.51,25.91,227,250
PBAL6061-C1500T1-1/2S2-1/2,"2-1/2""",1500,AL-6061,"1-1/2""",1.5,5,6.17,8.64,78,86
PB304-C1500T1-5/8S2-1/2,"2-1/2""",1500,304,"1-5/8""",1.625,5.5,19.83,27.76,188,207
PBSA36-C1500T1-5/8S2-1/2,"2-1/2""",1500,SA-36,"1-5/8""",1.625,1.85,18.98,26.57,84,93
PBSA516-70-C1500T1-5/8S2-1/2,"2-1/2""",1500,SA-516-70,"1-5/8""",1.625,2.15,18.98,26.57,92,102
PB304L-C1500T1-5/8S2-1/2,"2-1/2""",1500,304L,"1-5/8""",1.625,5.95,19.83,27.76,200,221
PB316L-C1500T1-5/8S2-1/2,"2-1/2""",1500,316L,"1-5/8""",1.625,7.4,20.05,28.07,243,268
PBAL6061-C1500T1-5/8S2-1/2,"2-1/2""",1500,AL-6061,"1-5/8""",1.625,5,6.69,9.37,82,91
PB304-C1500T1-3/4S2-1/2,"2-1/2""",1500,304,"1-3/4""",1.75,5.5,21.35,29.89,199,219
PBSA36-C1500T1-3/4S2-1/2,"2-1/2""",1500,SA-36,"1-3/4""",1.75,1.85,20.44,28.62,88,97
PBSA516-70-C1500T1-3/4S2-1/2,"2-1/2""",1500,SA-516-70,"1-3/4""",1.75,2.15,20.44,28.62,96,106
PB304L-C1500T1-3/4S2-1/2,"2-1/2""",1500,304L,"1-3/4""",1.75,5.95,21.35,29.89,213,235
PB316L-C1500T1-3/4S2-1/2,"2-1/2""",1500,316L,"1-3/4""",1.75,7.4,21.6,30.24,259,285
PBAL6061-C1500T1-3/4S2-1/2,"2-1/2""",1500,AL-6061,"1-3/4""",1.75,5,7.2,10.08,85,94
PB304-C1500T1-7/8S2-1/2,"2-1/2""",1500,304,"1-7/8""",1.875,5.5,22.88,32.03,211,233
PBSA36-C1500T1-7/8S2-1/2,"2-1/2""",1500,SA-36,"1-7/8""",1.875,1.85,21.9,30.66,92,102
PBSA516-70-C1500T1-7/8S2-1/2,"2-1/2""",1500,SA-516-70,"1-7/8""",1.875,2.15,21.9,30.66,101,112
PB304L-C1500T1-7/8S2-1/2,"2-1/2""",1500,304L,"1-7/8""",1.875,5.95,22.88,32.03,225,248
PB316L-C1500T1-7/8S2-1/2,"2-1/2""",1500,316L,"1-7/8""",1.875,7.4,23.14,32.4,275,303
PBAL6061-C1500T1-7/8S2-1/2,"2-1/2""",1500,AL-6061,"1-7/8""",1.875,5,7.72,10.81,89,98
PB304-C1500T2S2-1/2,"2-1/2""",1500,304,"2""",2,5.5,24.4,34.16,223,246
PBSA36-C1500T2S2-1/2,"2-1/2""",1500,SA-36,"2""",2,1.85,23.36,32.7,95,105
PBSA516-70-C1500T2S2-1/2,"2-1/2""",1500,SA-516-70,"2""",2,2.15,23.36,32.7,105,116
PB304L-C1500T2S2-1/2,"2-1/2""",1500,304L,"2""",2,5.95,24.4,34.16,238,262
PB316L-C1500T2S2-1/2,"2-1/2""",1500,316L,"2""",2,7.4,24.68,34.55,291,321
PBAL6061-C1500T2S2-1/2,"2-1/2""",1500,AL-6061,"2""",2,5,8.23,11.52,92,102
PB304-C1500T2-1/4S2-1/2,"2-1/2""",1500,304,"2-1/4""",2.25,5.5,27.45,38.43,246,271
PBSA36-C1500T2-1/4S2-1/2,"2-1/2""",1500,SA-36,"2-1/4""",2.25,1.85,26.28,36.79,103,114
PBSA516-70-C1500T2-1/4S2-1/2,"2-1/2""",1500,SA-516-70,"2-1/4""",2.25,2.15,26.28,36.79,114,126
PB304L-C1500T2-1/4S2-1/2,"2-1/2""",1500,304L,"2-1/4""",2.25,5.95,27.45,38.43,264,291
PB316L-C1500T2-1/4S2-1/2,"2-1/2""",1500,316L,"2-1/4""",2.25,7.4,27.77,38.88,323,356
PBAL6061-C1500T2-1/4S2-1/2,"2-1/2""",1500,AL-6061,"2-1/4""",2.25,5,9.26,12.96,100,111
PB304-C1500T2-1/2S2-1/2,"2-1/2""",1500,304,"2-1/2""",2.5,5.5,30.5,42.7,270,297
PBSA36-C1500T2-1/2S2-1/2,"2-1/2""",1500,SA-36,"2-1/2""",2.5,1.85,29.2,40.88,110,122
PBSA516-70-C1500T2-1/2S2-1/2,"2-1/2""",1500,SA-516-70,"2-1/2""",2.5,2.15,29.2,40.88,123,136
PB304L-C1500T2-1/2S2-1/2,"2-1/2""",1500,304L,"2-1/2""",2.5,5.95,30.5,42.7,289,318
PB316L-C1500T2-1/2S2-1/2,"2-1/2""",1500,316L,"2-1/2""",2.5,7.4,30.85,43.19,354,390
PBAL6061-C1500T2-1/2S2-1/2,"2-1/2""",1500,AL-6061,"2-1/2""",2.5,5,10.29,14.41,107,118
PB304-C1500T3S2-1/2,"2-1/2""",1500,304,"3""",3,5.5,36.61,51.25,317,349
PBSA36-C1500T3S2-1/2,"2-1/2""",1500,SA-36,"3""",3,1.85,35.04,49.06,126,139
PBSA516-70-C1500T3S2-1/2,"2-1/2""",1500,SA-516-70,"3""",3,2.15,35.04,49.06,140,154
PB304L-C1500T3S2-1/2,"2-1/2""",1500,304L,"3""",3,5.95,36.61,51.25,340,375
PB316L-C1500T3S2-1/2,"2-1/2""",1500,316L,"3""",3,7.4,37.02,51.83,418,460
