partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PB316L-CX300T1-3/4S10,"10""",300,316L,"1-3/4""",1.75,7.4,100.11,140.15,1072,1180
PBAL6061-CX300T1-3/4S10,"10""",300,AL-6061,"1-3/4""",1.75,5,33.39,46.75,269,296
PB304-CX300T1-7/8S10,"10""",300,304,"1-7/8""",1.875,5.5,106.06,148.48,851,937
PBSA36-CX300T1-7/8S10,"10""",300,SA-36,"1-7/8""",1.875,1.85,101.52,142.13,298,328
PBSA516-70-CX300T1-7/8S10,"10""",300,SA-516-70,"1-7/8""",1.875,2.15,101.52,142.13,340,375
PB304L-CX300T1-7/8S10,"10""",300,304L,"1-7/8""",1.875,5.95,106.06,148.48,918,1010
PB316L-CX300T1-7/8S10,"10""",300,316L,"1-7/8""",1.875,7.4,107.26,150.16,1146,1261
PBAL6061-CX300T1-7/8S10,"10""",300,AL-6061,"1-7/8""",1.875,5,35.77,50.08,285,314
PB304-CX300T2S10,"10""",300,304,"2""",2,5.5,113.13,158.38,906,997
PBSA36-CX300T2S10,"10""",300,SA-36,"2""",2,1.85,108.29,151.61,315,347
PBSA516-70-CX300T2S10,"10""",300,SA-516-70,"2""",2,2.15,108.29,151.61,361,398
PB304L-CX300T2S10,"10""",300,304L,"2""",2,5.95,113.13,158.38,977,1075
PB316L-CX300T2S10,"10""",300,316L,"2""",2,7.4,114.41,160.17,1220,1342
PBAL6061-CX300T2S10,"10""",300,AL-6061,"2""",2,5,38.16,53.42,302,333
PB304-CX300T2-1/4S10,"10""",300,304,"2-1/4""",2.25,5.5,127.27,178.18,1015,1117
PBSA36-CX300T2-1/4S10,"10""",300,SA-36,"2-1/4""",2.25,1.85,121.82,170.55,350,386
PBSA516-70-CX300T2-1/4S10,"10""",300,SA-516-70,"2-1/4""",2.25,2.15,121.82,170.55,402,443
PB304L-CX300T2-1/4S10,"10""",300,304L,"2-1/4""",2.25,5.95,127.27,178.18,1095,1205
PB316L-CX300T2-1/4S10,"10""",300,316L,"2-1/4""",2.25,7.4,128.71,180.19,1368,1505
PBAL6061-CX300T2-1/4S10,"10""",300,AL-6061,"2-1/4""",2.25,5,42.92,60.09,335,369
PB304-CX300T2-1/2S10,"10""",300,304,"2-1/2""",2.5,5.5,141.41,197.97,1124,1237
PBSA36-CX300T2-1/2S10,"10""",300,SA-36,"2-1/2""",2.5,1.85,135.36,189.5,385,424
PBSA516-70-CX300T2-1/2S10,"10""",300,SA-516-70,"2-1/2""",2.5,2.15,135.36,189.5,442,487
PB304L-CX300T2-1/2S10,"10""",300,304L,"2-1/2""",2.5,5.95,141.41,197.97,1213,1335
PB316L-CX300T2-1/2S10,"10""",300,316L,"2-1/2""",2.5,7.4,143.02,200.23,1517,1669
PBAL6061-CX300T2-1/2S10,"10""",300,AL-6061,"2-1/2""",2.5,5,47.69,66.77,369,406
PB304-CX300T3S10,"10""",300,304,"3""",3,5.5,169.69,237.57,1341,1476
PBSA36-CX300T3S10,"10""",300,SA-36,"3""",3,1.85,162.43,227.4,456,502
PBSA516-70-CX300T3S10,"10""",300,SA-516-70,"3""",3,2.15,162.43,227.4,524,577
PB304L-CX300T3S10,"10""",300,304L,"3""",3,5.95,169.69,237.57,1448,1593
PB316L-CX300T3S10,"10""",300,316L,"3""",3,7.4,171.62,240.27,1813,1995
PBAL6061-CX300T3S10,"10""",300,AL-6061,"3""",3,5,57.23,80.12,435,479
PB304-CX300T11GAS12,"12""",300,304,11 Gauge,0.1196,5.5,9.18,12.85,108,119
PBSA36-CX300T11GAS12,"12""",300,SA-36,11 Gauge,0.1196,1.85,8.79,12.31,60,66
PBSA516-70-CX300T11GAS12,"12""",300,SA-516-70,11 Gauge,0.1196,2.15,8.79,12.31,64,71
PB304L-CX300T11GAS12,"12""",300,304L,11 Gauge,0.1196,5.95,9.18,12.85,114,126
PB316L-CX300T11GAS12,"12""",300,316L,11 Gauge,0.1196,7.4,9.29,13.01,134,148
PBAL6061-CX300T11GAS12,"12""",300,AL-6061,11 Gauge,0.1196,5,3.1,4.34,59,65
PB304-CX300T1/8S12,"12""",300,304,"1/8""",0.125,5.5,9.6,13.44,111,123
PBSA36-CX300T1/8S12,"12""",300,SA-36,"1/8""",0.125,1.85,9.19,12.87,61,68
PBSA516-70-CX300T1/8S12,"12""",300,SA-516-70,"1/8""",0.125,2.15,9.19,12.87,65,72
PB304L-CX300T1/8S12,"12""",300,304L,"1/8""",0.125,5.95,9.6,13.44,117,129
PB316L-CX300T1/8S12,"12""",300,316L,"1/8""",0.125,7.4,9.71,13.59,138,152
PBAL6061-CX300T1/8S12,"12""",300,AL-6061,"1/8""",0.125,5,3.24,4.54,60,66
PB304-CX300T3/16S12,"12""",300,304,"3/16""",0.1875,5.5,14.4,20.16,148,163
PBSA36-CX300T3/16S12,"12""",300,SA-36,"3/16""",0.1875,1.85,13.78,19.29,73,81
PBSA516-70-CX300T3/16S12,"12""",300,SA-516-70,"3/16""",0.1875,2.15,13.78,19.29,79,87
PB304L-CX300T3/16S12,"12""",300,304L,"3/16""",0.1875,5.95,14.4,20.16,157,173
PB316L-CX300T3/16S12,"12""",300,316L,"3/16""",0.1875,7.4,14.56,20.38,188,207
PBAL6061-CX300T3/16S12,"12""",300,AL-6061,"3/16""",0.1875,5,4.86,6.8,71,79
PB304-CX300T1/4S12,"12""",300,304,"1/4""",0.25,5.5,19.2,26.88,185,204
PBSA36-CX300T1/4S12,"12""",300,SA-36,"1/4""",0.25,1.85,18.38,25.73,85,94
PBSA516-70-CX300T1/4S12,"12""",300,SA-516-70,"1/4""",0.25,2.15,18.38,25.73,93,103
PB304L-CX300T1/4S12,"12""",300,304L,"1/4""",0.25,5.95,19.2,26.88,197,217
PB316L-CX300T1/4S12,"12""",300,316L,"1/4""",0.25,7.4,19.42,27.19,239,263
PBAL6061-CX300T1/4S12,"12""",300,AL-6061,"1/4""",0.25,5,6.48,9.07,83,92
PB304-CX300T5/16S12,"12""",300,304,"5/16""",0.3125,5.5,24,33.6,222,245
PBSA36-CX300T5/16S12,"12""",300,SA-36,"5/16""",0.3125,1.85,22.97,32.16,97,107
PBSA516-70-CX300T5/16S12,"12""",300,SA-516-70,"5/16""",0.3125,2.15,22.97,32.16,107,118
PB304L-CX300T5/16S12,"12""",300,304L,"5/16""",0.3125,5.95,24,33.6,237,261
PB316L-CX300T5/16S12,"12""",300,316L,"5/16""",0.3125,7.4,24.27,33.98,289,318
PBAL6061-CX300T5/16S12,"12""",300,AL-6061,"5/16""",0.3125,5,8.09,11.33,94,104
PB304-CX300T3/8S12,"12""",300,304,"3/8""",0.375,5.5,28.8,40.32,259,285
PBSA36-CX300T3/8S12,"12""",300,SA-36,"3/8""",0.375,1.85,27.57,38.6,109,120
PBSA516-70-CX300T3/8S12,"12""",300,SA-516-70,"3/8""",0.375,2.15,27.57,38.6,120,132
PB304L-CX300T3/8S12,"12""",300,304L,"3/8""",0.375,5.95,28.8,40.32,277,305
PB316L-CX300T3/8S12,"12""",300,316L,"3/8""",0.375,7.4,29.13,40.78,339,373
PBAL6061-CX300T3/8S12,"12""",300,AL-6061,"3/8""",0.375,5,9.71,13.59,105,116
PB304-CX300T1/2S12,"12""",300,304,"1/2""",0.5,5.5,38.4,53.76,333,367
PBSA36-CX300T1/2S12,"12""",300,SA-36,"1/2""",0.5,1.85,36.76,51.46,133,147
PBSA516-70-CX300T1/2S12,"12""",300,SA-516-70,"1/2""",0.5,2.15,36.76,51.46,148,163
PB304L-CX300T1/2S12,"12""",300,304L,"1/2""",0.5,5.95,38.4,53.76,357,393
PB316L-CX300T1/2S12,"12""",300,316L,"1/2""",0.5,7.4,38.83,54.36,440,485
PBAL6061-CX300T1/2S12,"12""",300,AL-6061,"1/2""",0.5,5,12.95,18.13,128,141
PB304-CX300T5/8S12,"12""",300,304,"5/8""",0.625,5.5,48,67.2,407,448
PBSA36-CX300T5/8S12,"12""",300,SA-36,"5/8""",0.625,1.85,45.94,64.32,156,172
PBSA516-70-CX300T5/8S12,"12""",300,SA-516-70,"5/8""",0.625,2.15,45.94,64.32,176,194
PB304L-CX300T5/8S12,"12""",300,304L,"5/8""",0.625,5.95,48,67.2,437,481
PB316L-CX300T5/8S12,"12""",300,316L,"5/8""",0.625,7.4,48.54,67.96,540,594
PBAL6061-CX300T5/8S12,"12""",300,AL-6061,"5/8""",0.625,5,16.19,22.67,151,167
PB304-CX300T3/4S12,"12""",300,304,"3/4""",0.75,5.5,57.6,80.64,481,530
PBSA36-CX300T3/4S12,"12""",300,SA-36,"3/4""",0.75,1.85,55.13,77.18,180,199
PBSA516-70-CX300T3/4S12,"12""",300,SA-516-70,"3/4""",0.75,2.15,55.13,77.18,203,224
PB304L-CX300T3/4S12,"12""",300,304L,"3/4""",0.75,5.95,57.6,80.64,517,569
PB316L-CX300T3/4S12,"12""",300,316L,"3/4""",0.75,7.4,58.25,81.55,641,706
PBAL6061-CX300T3/4S12,"12""",300,AL-6061,"3/4""",0.75,5,19.43,27.2,173,191
PB304-CX300T7/8S12,"12""",300,304,"7/8""",0.875,5.5,67.2,94.08,555,611
PBSA36-CX300T7/8S12,"12""",300,SA-36,"7/8""",0.875,1.85,64.32,90.05,204,225
PBSA516-70-CX300T7/8S12,"12""",300,SA-516-70,"7/8""",0.875,2.15,64.32,90.05,231,255
PB304L-CX300T7/8S12,"12""",300,304L,"7/8""",0.875,5.95,67.2,94.08,597,657
PB316L-CX300T7/8S12,"12""",300,316L,"7/8""",0.875,7.4,67.96,95.14,741,816
PBAL6061-CX300T7/8S12,"12""",300,AL-6061,"7/8""",0.875,5,22.66,31.72,196,216
PB304-CX300T1S12,"12""",300,304,"1""",1,5.5,76.8,107.52,629,692
PBSA36-CX300T1S12,"12""",300,SA-36,"1""",1,1.85,73.51,102.91,228,251
PBSA516-70-CX300T1S12,"12""",300,SA-516-70,"1""",1,2.15,73.51,102.91,259,285
PB304L-CX300T1S12,"12""",300,304L,"1""",1,5.95,76.8,107.52,677,745
PB316L-CX300T1S12,"12""",300,316L,"1""",1,7.4,77.67,108.74,842,927
PBAL6061-CX300T1S12,"12""",300,AL-6061,"1""",1,5,25.9,36.26,219,241
PB304-CX300T1-1/8S12,"12""",300,304,"1-1/8""",1.125,5.5,86.4,120.96,703,774
PBSA36-CX300T1-1/8S12,"12""",300,SA-36,"1-1/8""",1.125,1.85,82.7,115.78,252,278
PBSA516-70-CX300T1-1/8S12,"12""",300,SA-516-70,"1-1/8""",1.125,2.15,82.7,115.78,286,315
PB304L-CX300T1-1/8S12,"12""",300,304L,"1-1/8""",1.125,5.95,86.4,120.96,757,833
PB316L-CX300T1-1/8S12,"12""",300,316L,"1-1/8""",1.125,7.4,87.38,122.33,943,1038
PBAL6061-CX300T1-1/8S12,"12""",300,AL-6061,"1-1/8""",1.125,5,29.14,40.8,241,266
PB304-CX300T1-1/4S12,"12""",300,304,"1-1/4""",1.25,5.5,96,134.4,777,855
PBSA36-CX300T1-1/4S12,"12""",300,SA-36,"1-1/4""",1.25,1.85,91.89,128.65,275,303
PBSA516-70-CX300T1-1/4S12,"12""",300,SA-516-70,"1-1/4""",1.25,2.15,91.89,128.65,314,346
PB304L-CX300T1-1/4S12,"12""",300,304L,"1-1/4""",1.25,5.95,96,134.4,837,921
PB316L-CX300T1-1/4S12,"12""",300,316L,"1-1/4""",1.25,7.4,97.09,135.93,1043,1148
PBAL6061-CX300T1-1/4S12,"12""",300,AL-6061,"1-1/4""",1.25,5,32.38,45.33,264,291
PB304-CX300T1-3/8S12,"12""",300,304,"1-3/8""",1.375,5.5,105.6,147.84,850,936
PBSA36-CX300T1-3/8S12,"12""",300,SA-36,"1-3/8""",1.375,1.85,101.08,141.51,299,329
PBSA516-70-CX300T1-3/8S12,"12""",300,SA-516-70,"1-3/8""",1.375,2.15,101.08,141.51,342,377
PB304L-CX300T1-3/8S12,"12""",300,304L,"1-3/8""",1.375,5.95,105.6,147.84,917,1009
PB316L-CX300T1-3/8S12,"12""",300,316L,"1-3/8""",1.375,7.4,106.8,149.52,1144,1259
PBAL6061-CX300T1-3/8S12,"12""",300,AL-6061,"1-3/8""",1.375,5,35.62,49.87,287,316
PB304-CX300T1-1/2S12,"12""",300,304,"1-1/2""",1.5,5.5,115.2,161.28,924,1017
PBSA36-CX300T1-1/2S12,"12""",300,SA-36,"1-1/2""",1.5,1.85,110.27,154.38,323,356
PBSA516-70-CX300T1-1/2S12,"12""",300,SA-516-70,"1-1/2""",1.5,2.15,110.27,154.38,369,406
PB304L-CX300T1-1/2S12,"12""",300,304L,"1-1/2""",1.5,5.95,115.2,161.28,997,1097
PB316L-CX300T1-1/2S12,"12""",300,316L,"1-1/2""",1.5,7.4,116.5,163.1,1244,1369
PBAL6061-CX300T1-1/2S12,"12""",300,AL-6061,"1-1/2""",1.5,5,38.85,54.39,309,340
PB304-CX300T1-5/8S12,"12""",300,304,"1-5/8""",1.625,5.5,124.79,174.71,998,1098
PBSA36-CX300T1-5/8S12,"12""",300,SA-36,"1-5/8""",1.625,1.85,119.46,167.24,347,382
PBSA516-70-CX300T1-5/8S12,"12""",300,SA-516-70,"1-5/8""",1.625,2.15,119.46,167.24,397,437
PB304L-CX300T1-5/8S12,"12""",300,304L,"1-5/8""",1.625,5.95,124.79,174.71,1077,1185
PB316L-CX300T1-5/8S12,"12""",300,316L,"1-5/8""",1.625,7.4,126.21,176.69,1345,1480
PBAL6061-CX300T1-5/8S12,"12""",300,AL-6061,"1-5/8""",1.625,5,42.09,58.93,332,366
PB304-CX300T1-3/4S12,"12""",300,304,"1-3/4""",1.75,5.5,134.39,188.15,1072,1180
PBSA36-CX300T1-3/4S12,"12""",300,SA-36,"1-3/4""",1.75,1.85,128.65,180.11,371,409
PBSA516-70-CX300T1-3/4S12,"12""",300,SA-516-70,"1-3/4""",1.75,2.15,128.65,180.11,425,468
PB304L-CX300T1-3/4S12,"12""",300,304L,"1-3/4""",1.75,5.95,134.39,188.15,1157,1273
PB316L-CX300T1-3/4S12,"12""",300,316L,"1-3/4""",1.75,7.4,135.92,190.29,1446,1591
PBAL6061-CX300T1-3/4S12,"12""",300,AL-6061,"1-3/4""",1.75,5,45.33,63.46,355,391
PB304-CX300T1-7/8S12,"12""",300,304,"1-7/8""",1.875,5.5,143.99,201.59,1146,1261
PBSA36-CX300T1-7/8S12,"12""",300,SA-36,"1-7/8""",1.875,1.85,137.83,192.96,394,434
PBSA516-70-CX300T1-7/8S12,"12""",300,SA-516-70,"1-7/8""",1.875,2.15,137.83,192.96,452,498
PB304L-CX300T1-7/8S12,"12""",300,304L,"1-7/8""",1.875,5.95,143.99,201.59,1237,1361
PB316L-CX300T1-7/8S12,"12""",300,316L,"1-7/8""",1.875,7.4,145.63,203.88,1546,1701
PBAL6061-CX300T1-7/8S12,"12""",300,AL-6061,"1-7/8""",1.875,5,48.57,68,377,415
PB304-CX300T2S12,"12""",300,304,"2""",2,5.5,153.59,215.03,1220,1342
PBSA36-CX300T2S12,"12""",300,SA-36,"2""",2,1.85,147.02,205.83,418,460
PBSA516-70-CX300T2S12,"12""",300,SA-516-70,"2""",2,2.15,147.02,205.83,480,528
PB304L-CX300T2S12,"12""",300,304L,"2""",2,5.95,153.59,215.03,1317,1449
PB316L-CX300T2S12,"12""",300,316L,"2""",2,7.4,155.34,217.48,1647,1812
PBAL6061-CX300T2S12,"12""",300,AL-6061,"2""",2,5,51.8,72.52,400,441
PB304-CX300T2-1/4S12,"12""",300,304,"2-1/4""",2.25,5.5,172.79,241.91,1368,1505
PBSA36-CX300T2-1/4S12,"12""",300,SA-36,"2-1/4""",2.25,1.85,165.4,231.56,466,513
PBSA516-70-CX300T2-1/4S12,"12""",300,SA-516-70,"2-1/4""",2.25,2.15,165.4,231.56,535,589
PB304L-CX300T2-1/4S12,"12""",300,304L,"2-1/4""",2.25,5.95,172.79,241.91,1477,1625
PB316L-CX300T2-1/4S12,"12""",300,316L,"2-1/4""",2.25,7.4,174.76,244.66,1848,2033
PBAL6061-CX300T2-1/4S12,"12""",300,AL-6061,"2-1/4""",2.25,5,58.28,81.59,445,490
PB304-CX300T2-1/2S12,"12""",300,304,"2-1/2""",2.5,5.5,191.99,268.79,1516,1668
PBSA36-CX300T2-1/2S12,"12""",300,SA-36,"2-1/2""",2.5,1.85,183.78,257.29,513,565
PBSA516-70-CX300T2-1/2S12,"12""",300,SA-516-70,"2-1/2""",2.5,2.15,183.78,257.29,591,651
PB304L-CX300T2-1/2S12,"12""",300,304L,"2-1/2""",2.5,5.95,191.99,268.79,1637,1801
PB316L-CX300T2-1/2S12,"12""",300,316L,"2-1/2""",2.5,7.4,194.17,271.84,2049,2254
PBAL6061-CX300T2-1/2S12,"12""",300,AL-6061,"2-1/2""",2.5,5,64.75,90.65,491,541
PB304-CX300T3S12,"12""",300,304,"3""",3,5.5,230.39,322.55,1811,1993
PBSA36-CX300T3S12,"12""",300,SA-36,"3""",3,1.85,220.54,308.76,609,670
PBSA516-70-CX300T3S12,"12""",300,SA-516-70,"3""",3,2.15,220.54,308.76,701,772
PB304L-CX300T3S12,"12""",300,304L,"3""",3,5.95,230.39,322.55,1957,2153
PB316L-CX300T3S12,"12""",300,316L,"3""",3,7.4,233.01,326.21,2451,2697
PBAL6061-CX300T3S12,"12""",300,AL-6061,"3""",3,5,77.71,108.79,581,640
PB304-CX300T11GAS14,"14""",300,304,11 Gauge,0.1196,5.5,12.11,16.95,134,148
PBSA36-CX300T11GAS14,"14""",300,SA-36,11 Gauge,0.1196,1.85,11.59,16.23,71,79
PBSA516-70-CX300T11GAS14,"14""",300,SA-516-70,11 Gauge,0.1196,2.15,11.59,16.23,76,84
PB304L-CX300T11GAS14,"14""",300,304L,11 Gauge,0.1196,5.95,12.11,16.95,142,157
PB316L-CX300T11GAS14,"14""",300,316L,11 Gauge,0.1196,7.4,12.25,17.15,168,185
PBAL6061-CX300T11GAS14,"14""",300,AL-6061,11 Gauge,0.1196,5,4.08,5.71,69,76
PB304-CX300T1/8S14,"14""",300,304,"1/8""",0.125,5.5,12.66,17.72,138,152
PBSA36-CX300T1/8S14,"14""",300,SA-36,"1/8""",0.125,1.85,12.11,16.95,72,80
PBSA516-70-CX300T1/8S14,"14""",300,SA-516-70,"1/8""",0.125,2.15,12.11,16.95,77,85
PB304L-CX300T1/8S14,"14""",300,304L,"1/8""",0.125,5.95,12.66,17.72,146,161
PB316L-CX300T1/8S14,"14""",300,316L,"1/8""",0.125,7.4,12.8,17.92,173,191
PBAL6061-CX300T1/8S14,"14""",300,AL-6061,"1/8""",0.125,5,4.27,5.98,71,79
PB304-CX300T3/16S14,"14""",300,304,"3/16""",0.1875,5.5,18.98,26.57,187,206
PBSA36-CX300T3/16S14,"14""",300,SA-36,"3/16""",0.1875,1.85,18.17,25.44,88,97
PBSA516-70-CX300T3/16S14,"14""",300,SA-516-70,"3/16""",0.1875,2.15,18.17,25.44,95,105
PB304L-CX300T3/16S14,"14""",300,304L,"3/16""",0.1875,5.95,18.98,26.57,199,219
PB316L-CX300T3/16S14,"14""",300,316L,"3/16""",0.1875,7.4,19.2,26.88,240,264
PBAL6061-CX300T3/16S14,"14""",300,AL-6061,"3/16""",0.1875,5,6.4,8.96,86,95
PB304-CX300T1/4S14,"14""",300,304,"1/4""",0.25,5.5,25.31,35.43,236,260
PBSA36-CX300T1/4S14,"14""",300,SA-36,"1/4""",0.25,1.85,24.23,33.92,103,114
PBSA516-70-CX300T1/4S14,"14""",300,SA-516-70,"1/4""",0.25,2.15,24.23,33.92,114,126
PB304L-CX300T1/4S14,"14""",300,304L,"1/4""",0.25,5.95,25.31,35.43,252,278
PB316L-CX300T1/4S14,"14""",300,316L,"1/4""",0.25,7.4,25.6,35.84,306,337
PBAL6061-CX300T1/4S14,"14""",300,AL-6061,"1/4""",0.25,5,8.54,11.96,101,112
PB304-CX300T5/16S14,"14""",300,304,"5/16""",0.3125,5.5,31.64,44.3,284,313
PBSA36-CX300T5/16S14,"14""",300,SA-36,"5/16""",0.3125,1.85,30.29,42.41,119,131
PBSA516-70-CX300T5/16S14,"14""",300,SA-516-70,"5/16""",0.3125,2.15,30.29,42.41,132,146
PB304L-CX300T5/16S14,"14""",300,304L,"5/16""",0.3125,5.95,31.64,44.3,304,335
PB316L-CX300T5/16S14,"14""",300,316L,"5/16""",0.3125,7.4,32,44.8,372,410
PBAL6061-CX300T5/16S14,"14""",300,AL-6061,"5/16""",0.3125,5,10.67,14.94,115,127
PB304-CX300T3/8S14,"14""",300,304,"3/8""",0.375,5.5,37.97,53.16,333,367
PBSA36-CX300T3/8S14,"14""",300,SA-36,"3/8""",0.375,1.85,36.34,50.88,135,149
PBSA516-70-CX300T3/8S14,"14""",300,SA-516-70,"3/8""",0.375,2.15,36.34,50.88,150,165
PB304L-CX300T3/8S14,"14""",300,304L,"3/8""",0.375,5.95,37.97,53.16,357,393
PB316L-CX300T3/8S14,"14""",300,316L,"3/8""",0.375,7.4,38.4,53.76,439,483
PBAL6061-CX300T3/8S14,"14""",300,AL-6061,"3/8""",0.375,5,12.81,17.93,130,143
PB304-CX300T1/2S14,"14""",300,304,"1/2""",0.5,5.5,50.62,70.87,431,475
PBSA36-CX300T1/2S14,"14""",300,SA-36,"1/2""",0.5,1.85,48.46,67.84,166,183
PBSA516-70-CX300T1/2S14,"14""",300,SA-516-70,"1/2""",0.5,2.15,48.46,67.84,187,206
PB304L-CX300T1/2S14,"14""",300,304L,"1/2""",0.5,5.95,50.62,70.87,462,509
PB316L-CX300T1/2S14,"14""",300,316L,"1/2""",0.5,7.4,51.2,71.68,571,629
PBAL6061-CX300T1/2S14,"14""",300,AL-6061,"1/2""",0.5,5,17.07,23.9,160,176
PB304-CX300T5/8S14,"14""",300,304,"5/8""",0.625,5.5,63.28,88.59,528,581
PBSA36-CX300T5/8S14,"14""",300,SA-36,"5/8""",0.625,1.85,60.57,84.8,198,218
PBSA516-70-CX300T5/8S14,"14""",300,SA-516-70,"5/8""",0.625,2.15,60.57,84.8,223,246
PB304L-CX300T5/8S14,"14""",300,304L,"5/8""",0.625,5.95,63.28,88.59,568,625
PB316L-CX300T5/8S14,"14""",300,316L,"5/8""",0.625,7.4,64,89.6,704,775
PBAL6061-CX300T5/8S14,"14""",300,AL-6061,"5/8""",0.625,5,21.34,29.88,190,210
PB304-CX300T3/4S14,"14""",300,304,"3/4""",0.75,5.5,75.93,106.3,625,688
PBSA36-CX300T3/4S14,"14""",300,SA-36,"3/4""",0.75,1.85,72.69,101.77,229,252
PBSA516-70-CX300T3/4S14,"14""",300,SA-516-70,"3/4""",0.75,2.15,72.69,101.77,260,286
PB304L-CX300T3/4S14,"14""",300,304L,"3/4""",0.75,5.95,75.93,106.3,673,741
PB316L-CX300T3/4S14,"14""",300,316L,"3/4""",0.75,7.4,76.8,107.52,836,920
PBAL6061-CX300T3/4S14,"14""",300,AL-6061,"3/4""",0.75,5,25.61,35.85,220,243
PB304-CX300T7/8S14,"14""",300,304,"7/8""",0.875,5.5,88.59,124.03,723,796
PBSA36-CX300T7/8S14,"14""",300,SA-36,"7/8""",0.875,1.85,84.8,118.72,260,286
PBSA516-70-CX300T7/8S14,"14""",300,SA-516-70,"7/8""",0.875,2.15,84.8,118.72,296,326
PB304L-CX300T7/8S14,"14""",300,304L,"7/8""",0.875,5.95,88.59,124.03,779,857
PB316L-CX300T7/8S14,"14""",300,316L,"7/8""",0.875,7.4,89.6,125.44,969,1066
PBAL6061-CX300T7/8S14,"14""",300,AL-6061,"7/8""",0.875,5,29.88,41.83,250,275
PB304-CX300T1S14,"14""",300,304,"1""",1,5.5,101.25,141.75,820,903
PBSA36-CX300T1S14,"14""",300,SA-36,"1""",1,1.85,96.91,135.67,292,322
PBSA516-70-CX300T1S14,"14""",300,SA-516-70,"1""",1,2.15,96.91,135.67,332,366
PB304L-CX300T1S14,"14""",300,304L,"1""",1,5.95,101.25,141.75,884,973
PB316L-CX300T1S14,"14""",300,316L,"1""",1,7.4,102.4,143.36,1102,1213
PBAL6061-CX300T1S14,"14""",300,AL-6061,"1""",1,5,34.15,47.81,280,308
PB304-CX300T1-1/8S14,"14""",300,304,"1-1/8""",1.125,5.5,113.9,159.46,918,1010
PBSA36-CX300T1-1/8S14,"14""",300,SA-36,"1-1/8""",1.125,1.85,109.03,152.64,323,356
PBSA516-70-CX300T1-1/8S14,"14""",300,SA-516-70,"1-1/8""",1.125,2.15,109.03,152.64,369,406
PB304L-CX300T1-1/8S14,"14""",300,304L,"1-1/8""",1.125,5.95,113.9,159.46,990,1089
PB316L-CX300T1-1/8S14,"14""",300,316L,"1-1/8""",1.125,7.4,115.2,161.28,1234,1358
PBAL6061-CX300T1-1/8S14,"14""",300,AL-6061,"1-1/8""",1.125,5,38.42,53.79,310,341
PB304-CX300T1-1/4S14,"14""",300,304,"1-1/4""",1.25,5.5,126.56,177.18,1015,1117
PBSA36-CX300T1-1/4S14,"14""",300,SA-36,"1-1/4""",1.25,1.85,121.14,169.6,354,390
PBSA516-70-CX300T1-1/4S14,"14""",300,SA-516-70,"1-1/4""",1.25,2.15,121.14,169.6,405,446
PB304L-CX300T1-1/4S14,"14""",300,304L,"1-1/4""",1.25,5.95,126.56,177.18,1095,1205
PB316L-CX300T1-1/4S14,"14""",300,316L,"1-1/4""",1.25,7.4,128,179.2,1367,1504
PBAL6061-CX300T1-1/4S14,"14""",300,AL-6061,"1-1/4""",1.25,5,42.68,59.75,339,373
PB304-CX300T1-3/8S14,"14""",300,304,"1-3/8""",1.375,5.5,139.21,194.89,1113,1225
PBSA36-CX300T1-3/8S14,"14""",300,SA-36,"1-3/8""",1.375,1.85,133.26,186.56,386,425
PBSA516-70-CX300T1-3/8S14,"14""",300,SA-516-70,"1-3/8""",1.375,2.15,133.26,186.56,442,487
PB304L-CX300T1-3/8S14,"14""",300,304L,"1-3/8""",1.375,5.95,139.21,194.89,1200,1320
PB316L-CX300T1-3/8S14,"14""",300,316L,"1-3/8""",1.375,7.4,140.79,197.11,1499,1649
PBAL6061-CX300T1-3/8S14,"14""",300,AL-6061,"1-3/8""",1.375,5,46.95,65.73,369,406
PB304-CX300T1-1/2S14,"14""",300,304,"1-1/2""",1.5,5.5,151.87,212.62,1210,1331
PBSA36-CX300T1-1/2S14,"14""",300,SA-36,"1-1/2""",1.5,1.85,145.37,203.52,417,459
PBSA516-70-CX300T1-1/2S14,"14""",300,SA-516-70,"1-1/2""",1.5,2.15,145.37,203.52,478,526
PB304L-CX300T1-1/2S14,"14""",300,304L,"1-1/2""",1.5,5.95,151.87,212.62,1306,1437
PB316L-CX300T1-1/2S14,"14""",300,316L,"1-1/2""",1.5,7.4,153.59,215.03,1632,1796
PBAL6061-CX300T1-1/2S14,"14""",300,AL-6061,"1-1/2""",1.5,5,51.22,71.71,399,439
PB304-CX300T1-5/8S14,"14""",300,304,"1-5/8""",1.625,5.5,164.52,230.33,1308,1439
PBSA36-CX300T1-5/8S14,"14""",300,SA-36,"1-5/8""",1.625,1.85,157.49,220.49,449,494
PBSA516-70-CX300T1-5/8S14,"14""",300,SA-516-70,"1-5/8""",1.625,2.15,157.49,220.49,515,567
PB304L-CX300T1-5/8S14,"14""",300,304L,"1-5/8""",1.625,5.95,164.52,230.33,1411,1553
PB316L-CX300T1-5/8S14,"14""",300,316L,"1-5/8""",1.625,7.4,166.39,232.95,1765,1942
PBAL6061-CX300T1-5/8S14,"14""",300,AL-6061,"1-5/8""",1.625,5,55.49,77.69,429,472
PB304-CX300T1-3/4S14,"14""",300,304,"1-3/4""",1.75,5.5,177.18,248.05,1405,1546
PBSA36-CX300T1-3/4S14,"14""",300,SA-36,"1-3/4""",1.75,1.85,169.6,237.44,480,528
